DriverId,Driver,LapId,LapNumber,LapTime,LapTime,Sector1Time,Sector2Time,Sector3Time,Position,Stint,Compound,TyreLife,PitInTime,PitOutTime,TrackStatus
13,ANT,133,19.0,0 days 00:01:31.942000,0 days 00:01:31.942000,0 days 00:00:32.822000,0 days 00:00:19.108000,0 days 00:00:40.012000,12.0,4.0,INTERMEDIATE,19.0,,,1
13,ANT,134,20.0,0 days 00:01:31.319000,0 days 00:01:31.319000,0 days 00:00:32.598000,0 days 00:00:19.093000,0 days 00:00:39.628000,12.0,4.0,INTERMEDIATE,20.0,,,1
13,ANT,135,21.0,0 days 00:01:31.042000,0 days 00:01:31.042000,0 days 00:00:32.385000,0 days 00:00:18.992000,0 days 00:00:39.665000,12.0,4.0,INTERMEDIATE,21.0,,,1
13,ANT,136,22.0,0 days 00:01:31.887000,0 days 00:01:31.887000,0 days 00:00:32.452000,0 days 00:00:18.953000,0 days 00:00:40.482000,11.0,4.0,INTERMEDIATE,22.0,,,1
13,ANT,137,23.0,0 days 00:01:31.324000,0 days 00:01:31.324000,0 days 00:00:32.454000,0 days 00:00:19.041000,0 days 00:00:39.829000,11.0,4.0,INTERMEDIATE,23.0,,,1
13,ANT,138,24.0,0 days 00:01:30.822000,0 days 00:01:30.822000,0 days 00:00:32.330000,0 days 00:00:18.978000,0 days 00:00:39.514000,11.0,4.0,INTERMEDIATE,24.0,,,1
13,ANT,139,25.0,0 days 00:01:30.706000,0 days 00:01:30.706000,0 days 00:00:32.088000,0 days 00:00:19.045000,0 days 00:00:39.573000,11.0,4.0,INTERMEDIATE,25.0,,,1
13,ANT,140,26.0,0 days 00:01:31.299000,0 days 00:01:31.299000,0 days 00:00:32.940000,0 days 00:00:18.942000,0 days 00:00:39.417000,11.0,4.0,INTERMEDIATE,26.0,,,1
13,ANT,141,27.0,0 days 00:01:30.463000,0 days 00:01:30.463000,0 days 00:00:32.082000,0 days 00:00:18.871000,0 days 00:00:39.510000,11.0,4.0,INTERMEDIATE,27.0,,,1
13,ANT,142,28.0,0 days 00:01:30.716000,0 days 00:01:30.716000,0 days 00:00:32.111000,0 days 00:00:18.504000,0 days 00:00:40.101000,11.0,4.0,INTERMEDIATE,28.0,,,1
13,ANT,143,29.0,0 days 00:01:29.919000,0 days 00:01:29.919000,0 days 00:00:31.785000,0 days 00:00:18.794000,0 days 00:00:39.340000,11.0,4.0,INTERMEDIATE,29.0,,,1
13,ANT,144,30.0,0 days 00:01:29.794000,0 days 00:01:29.794000,0 days 00:00:31.823000,0 days 00:00:18.759000,0 days 00:00:39.212000,11.0,4.0,INTERMEDIATE,30.0,,,1
13,ANT,145,31.0,0 days 00:01:29.245000,0 days 00:01:29.245000,0 days 00:00:31.583000,0 days 00:00:18.748000,0 days 00:00:38.914000,11.0,4.0,INTERMEDIATE,31.0,,,1
13,ANT,146,32.0,0 days 00:01:29.032000,0 days 00:01:29.032000,0 days 00:00:31.369000,0 days 00:00:18.773000,0 days 00:00:38.890000,11.0,4.0,INTERMEDIATE,32.0,,,1
13,ANT,147,33.0,0 days 00:01:52.635000,0 days 00:01:52.635000,0 days 00:00:31.156000,0 days 00:00:19.488000,0 days 00:01:01.991000,10.0,4.0,INTERMEDIATE,33.0,0 days 02:08:23.095000,,124
13,ANT,148,34.0,0 days 00:02:22.596000,0 days 00:02:22.596000,0 days 00:00:50.260000,0 days 00:00:41.918000,0 days 00:00:50.418000,10.0,5.0,HARD,1.0,,0 days 02:08:42.155000,4
13,ANT,149,35.0,0 days 00:01:44.670000,0 days 00:01:44.670000,0 days 00:00:35.474000,0 days 00:00:28.102000,0 days 00:00:41.094000,10.0,5.0,HARD,2.0,,,4
13,ANT,150,36.0,0 days 00:01:41.655000,0 days 00:01:41.655000,0 days 00:00:32.604000,0 days 00:00:29.457000,0 days 00:00:39.594000,10.0,5.0,HARD,3.0,,,4
13,ANT,151,37.0,0 days 00:02:07.298000,0 days 00:02:07.298000,0 days 00:00:31.948000,0 days 00:00:30.640000,0 days 00:01:04.710000,10.0,5.0,HARD,4.0,,,4
13,ANT,152,38.0,0 days 00:02:19.681000,0 days 00:02:19.681000,0 days 00:00:38.143000,0 days 00:00:39.653000,0 days 00:01:01.885000,10.0,5.0,HARD,5.0,,,4
13,ANT,153,39.0,0 days 00:02:11.642000,0 days 00:02:11.642000,0 days 00:00:38.950000,0 days 00:00:35.025000,0 days 00:00:57.667000,10.0,5.0,HARD,6.0,,,4
13,ANT,154,40.0,0 days 00:02:09.615000,0 days 00:02:09.615000,0 days 00:00:39.633000,0 days 00:00:35.891000,0 days 00:00:54.091000,10.0,5.0,HARD,7.0,,,4
13,ANT,155,41.0,0 days 00:02:06.220000,0 days 00:02:06.220000,0 days 00:00:44.333000,0 days 00:00:28.681000,0 days 00:00:53.206000,10.0,5.0,HARD,8.0,,,41
13,ANT,156,42.0,0 days 00:01:27.505000,0 days 00:01:27.505000,0 days 00:00:30.908000,0 days 00:00:19.021000,0 days 00:00:37.576000,10.0,5.0,HARD,9.0,,,1
13,ANT,157,43.0,0 days 00:01:24.901000,0 days 00:01:24.901000,0 days 00:00:29.606000,0 days 00:00:18.461000,0 days 00:00:36.834000,10.0,5.0,HARD,10.0,,,1
13,ANT,158,44.0,0 days 00:01:48.276000,0 days 00:01:48.276000,0 days 00:00:29.991000,0 days 00:00:18.732000,0 days 00:00:59.553000,11.0,5.0,HARD,11.0,0 days 02:29:44.044000,,12
13,ANT,159,45.0,0 days 00:01:35.593000,0 days 00:01:35.593000,0 days 00:00:37.157000,0 days 00:00:19.091000,0 days 00:00:39.345000,11.0,6.0,INTERMEDIATE,1.0,,0 days 02:30:06.012000,21
13,ANT,160,46.0,0 days 00:01:30.780000,0 days 00:01:30.780000,0 days 00:00:31.827000,0 days 00:00:18.635000,0 days 00:00:40.318000,8.0,6.0,INTERMEDIATE,2.0,,,1
13,ANT,161,47.0,0 days 00:02:05.750000,0 days 00:02:05.750000,0 days 00:00:34.497000,0 days 00:00:33.267000,0 days 00:00:57.986000,5.0,6.0,INTERMEDIATE,3.0,,,124
13,ANT,162,48.0,0 days 00:01:58.429000,0 days 00:01:58.429000,0 days 00:00:40.189000,0 days 00:00:21.083000,0 days 00:00:57.157000,5.0,6.0,INTERMEDIATE,4.0,,,4
13,ANT,163,49.0,0 days 00:02:24.964000,0 days 00:02:24.964000,0 days 00:00:51.540000,0 days 00:00:31.716000,0 days 00:01:01.708000,5.0,6.0,INTERMEDIATE,5.0,,,4
13,ANT,164,50.0,0 days 00:02:20.284000,0 days 00:02:20.284000,0 days 00:00:51.512000,0 days 00:00:30.864000,0 days 00:00:57.908000,5.0,6.0,INTERMEDIATE,6.0,,,4
13,ANT,165,51.0,0 days 00:02:12.971000,0 days 00:02:12.971000,0 days 00:00:46.897000,0 days 00:00:29.666000,0 days 00:00:56.408000,5.0,6.0,INTERMEDIATE,7.0,,,41
13,ANT,166,52.0,0 days 00:01:35.008000,0 days 00:01:35.008000,0 days 00:00:34.277000,0 days 00:00:19.530000,0 days 00:00:41.201000,5.0,6.0,INTERMEDIATE,8.0,,,1
13,ANT,167,53.0,0 days 00:01:31.398000,0 days 00:01:31.398000,0 days 00:00:32.679000,0 days 00:00:19.001000,0 days 00:00:39.718000,5.0,6.0,INTERMEDIATE,9.0,,,1
13,ANT,168,54.0,0 days 00:01:30.562000,0 days 00:01:30.562000,0 days 00:00:32.258000,0 days 00:00:18.783000,0 days 00:00:39.521000,5.0,6.0,INTERMEDIATE,10.0,,,1
13,ANT,169,55.0,0 days 00:01:30.602000,0 days 00:01:30.602000,0 days 00:00:31.970000,0 days 00:00:18.490000,0 days 00:00:40.142000,5.0,6.0,INTERMEDIATE,11.0,,,1
13,ANT,170,56.0,0 days 00:01:28.149000,0 days 00:01:28.149000,0 days 00:00:31.023000,0 days 00:00:18.341000,0 days 00:00:38.785000,4.0,6.0,INTERMEDIATE,12.0,,,1
13,ANT,171,57.0,0 days 00:01:28.650000,0 days 00:01:28.650000,0 days 00:00:31.048000,0 days 00:00:18.709000,0 days 00:00:38.893000,4.0,6.0,INTERMEDIATE,13.0,,,1
3,ALO,172,1.0,0 days 00:02:17.178000,0 days 00:02:17.178000,,0 days 00:00:22.171000,0 days 00:01:07.034000,10.0,1.0,INTERMEDIATE,1.0,,,124
3,ALO,173,2.0,,,0 days 00:00:55.076000,0 days 00:00:34.640000,0 days 00:01:19.692000,10.0,1.0,INTERMEDIATE,2.0,0 days 01:15:54.830000,,4
3,ALO,174,3.0,,,0 days 00:00:52.882000,0 days 00:00:33.441000,0 days 00:01:17.022000,10.0,2.0,INTERMEDIATE,3.0,0 days 01:18:37.191000,0 days 01:16:10.400000,4
3,ALO,175,4.0,,,0 days 00:00:52.331000,0 days 00:00:32.068000,0 days 00:01:10.307000,10.0,3.0,INTERMEDIATE,4.0,0 days 01:21:13.968000,0 days 01:18:53.529000,4
3,ALO,176,5.0,0 days 00:02:22.181000,0 days 00:02:22.181000,0 days 00:00:52.318000,0 days 00:00:29.721000,0 days 00:01:00.142000,10.0,4.0,INTERMEDIATE,5.0,,0 days 01:21:29.030000,4
3,ALO,177,6.0,0 days 00:02:19.493000,0 days 00:02:19.493000,0 days 00:00:42.673000,0 days 00:00:35.332000,0 days 00:01:01.488000,10.0,4.0,INTERMEDIATE,6.0,,,4
3,ALO,178,7.0,0 days 00:02:05.594000,0 days 00:02:05.594000,0 days 00:00:42.237000,0 days 00:00:31.103000,0 days 00:00:52.254000,10.0,4.0,INTERMEDIATE,7.0,,,41
3,ALO,179,8.0,0 days 00:01:38.354000,0 days 00:01:38.354000,0 days 00:00:35.634000,0 days 00:00:20.573000,0 days 00:00:42.147000,10.0,4.0,INTERMEDIATE,8.0,,,1
3,ALO,180,9.0,0 days 00:01:36.267000,0 days 00:01:36.267000,0 days 00:00:34.756000,0 days 00:00:20.098000,0 days 00:00:41.413000,10.0,4.0,INTERMEDIATE,9.0,,,1
3,ALO,181,10.0,0 days 00:01:35.569000,0 days 00:01:35.569000,0 days 00:00:34.310000,0 days 00:00:19.907000,0 days 00:00:41.352000,10.0,4.0,INTERMEDIATE,10.0,,,1
3,ALO,182,11.0,0 days 00:01:35.300000,0 days 00:01:35.300000,0 days 00:00:34.107000,0 days 00:00:19.760000,0 days 00:00:41.433000,10.0,4.0,INTERMEDIATE,11.0,,,1
3,ALO,183,12.0,0 days 00:01:34.076000,0 days 00:01:34.076000,0 days 00:00:33.625000,0 days 00:00:19.675000,0 days 00:00:40.776000,10.0,4.0,INTERMEDIATE,12.0,,,1
3,ALO,184,13.0,0 days 00:01:33.515000,0 days 00:01:33.515000,0 days 00:00:33.419000,0 days 00:00:19.468000,0 days 00:00:40.628000,10.0,4.0,INTERMEDIATE,13.0,,,1
3,ALO,185,14.0,0 days 00:01:32.664000,0 days 00:01:32.664000,0 days 00:00:32.924000,0 days 00:00:19.455000,0 days 00:00:40.285000,10.0,4.0,INTERMEDIATE,14.0,,,1
3,ALO,186,15.0,0 days 00:01:32.324000,0 days 00:01:32.324000,0 days 00:00:32.913000,0 days 00:00:19.374000,0 days 00:00:40.037000,10.0,4.0,INTERMEDIATE,15.0,,,1
3,ALO,187,16.0,0 days 00:01:32.521000,0 days 00:01:32.521000,0 days 00:00:32.518000,0 days 00:00:18.922000,0 days 00:00:41.081000,10.0,4.0,INTERMEDIATE,16.0,,,1
3,ALO,188,17.0,0 days 00:01:32.966000,0 days 00:01:32.966000,0 days 00:00:32.745000,0 days 00:00:19.316000,0 days 00:00:40.905000,10.0,4.0,INTERMEDIATE,17.0,,,1
3,ALO,189,18.0,0 days 00:01:32.698000,0 days 00:01:32.698000,0 days 00:00:32.791000,0 days 00:00:19.169000,0 days 00:00:40.738000,10.0,4.0,INTERMEDIATE,18.0,,,1
3,ALO,190,19.0,0 days 00:01:32.280000,0 days 00:01:32.280000,0 days 00:00:32.507000,0 days 00:00:18.762000,0 days 00:00:41.011000,10.0,4.0,INTERMEDIATE,19.0,,,1
3,ALO,191,20.0,0 days 00:01:32.610000,0 days 00:01:32.610000,0 days 00:00:32.675000,0 days 00:00:18.901000,0 days 00:00:41.034000,10.0,4.0,INTERMEDIATE,20.0,,,1
3,ALO,192,21.0,0 days 00:01:32.545000,0 days 00:01:32.545000,0 days 00:00:32.459000,0 days 00:00:18.616000,0 days 00:00:41.470000,10.0,4.0,INTERMEDIATE,21.0,,,1
3,ALO,193,22.0,0 days 00:01:33.282000,0 days 00:01:33.282000,0 days 00:00:32.923000,0 days 00:00:19.602000,0 days 00:00:40.757000,10.0,4.0,INTERMEDIATE,22.0,,,1
3,ALO,194,23.0,0 days 00:01:32.510000,0 days 00:01:32.510000,0 days 00:00:32.738000,0 days 00:00:19.251000,0 days 00:00:40.521000,10.0,4.0,INTERMEDIATE,23.0,,,1
3,ALO,195,24.0,0 days 00:01:31.665000,0 days 00:01:31.665000,0 days 00:00:32.237000,0 days 00:00:19.253000,0 days 00:00:40.175000,10.0,4.0,INTERMEDIATE,24.0,,,1
3,ALO,196,25.0,0 days 00:01:31.761000,0 days 00:01:31.761000,0 days 00:00:32.200000,0 days 00:00:19.134000,0 days 00:00:40.427000,10.0,4.0,INTERMEDIATE,25.0,,,1
3,ALO,197,26.0,0 days 00:01:31.343000,0 days 00:01:31.343000,0 days 00:00:32.324000,0 days 00:00:19.170000,0 days 00:00:39.849000,10.0,4.0,INTERMEDIATE,26.0,,,1
3,ALO,198,27.0,0 days 00:01:30.895000,0 days 00:01:30.895000,0 days 00:00:32.032000,0 days 00:00:19.001000,0 days 00:00:39.862000,10.0,4.0,INTERMEDIATE,27.0,,,1
3,ALO,199,28.0,0 days 00:01:30.652000,0 days 00:01:30.652000,0 days 00:00:32.030000,0 days 00:00:19.067000,0 days 00:00:39.555000,10.0,4.0,INTERMEDIATE,28.0,,,1
3,ALO,200,29.0,0 days 00:01:29.718000,0 days 00:01:29.718000,0 days 00:00:31.491000,0 days 00:00:18.976000,0 days 00:00:39.251000,10.0,4.0,INTERMEDIATE,29.0,,,1
3,ALO,201,30.0,0 days 00:01:29.374000,0 days 00:01:29.374000,0 days 00:00:31.387000,0 days 00:00:18.884000,0 days 00:00:39.103000,10.0,4.0,INTERMEDIATE,30.0,,,1
3,ALO,202,31.0,0 days 00:01:28.850000,0 days 00:01:28.850000,0 days 00:00:31.446000,0 days 00:00:18.830000,0 days 00:00:38.574000,10.0,4.0,INTERMEDIATE,31.0,,,1
3,ALO,203,32.0,0 days 00:01:28.819000,0 days 00:01:28.819000,0 days 00:00:31.156000,0 days 00:00:19.014000,0 days 00:00:38.649000,10.0,4.0,INTERMEDIATE,32.0,,,1
3,ALO,204,33.0,,,,,,,4.0,INTERMEDIATE,33.0,,,1
5,LEC,205,1.0,0 days 00:02:08.480000,0 days 00:02:08.480000,,0 days 00:00:20.690000,0 days 00:01:02.574000,5.0,1.0,INTERMEDIATE,1.0,,,124
5,LEC,206,2.0,,,0 days 00:00:55.101000,0 days 00:00:36.092000,0 days 00:01:16.040000,5.0,1.0,INTERMEDIATE,2.0,0 days 01:15:44.366000,,4
5,LEC,207,3.0,,,0 days 00:00:54.771000,0 days 00:00:32.738000,0 days 00:01:14.652000,5.0,2.0,INTERMEDIATE,3.0,0 days 01:18:26.003000,0 days 01:15:58.544000,4
5,LEC,208,4.0,,,0 days 00:00:52.602000,0 days 00:00:32.053000,0 days 00:01:11.147000,5.0,3.0,INTERMEDIATE,4.0,0 days 01:21:02.246000,0 days 01:18:40.624000,4
5,LEC,209,5.0,0 days 00:02:22.597000,0 days 00:02:22.597000,0 days 00:00:51.208000,0 days 00:00:31.916000,0 days 00:00:59.473000,5.0,4.0,INTERMEDIATE,5.0,,0 days 01:21:16.471000,4
5,LEC,210,6.0,0 days 00:02:18.850000,0 days 00:02:18.850000,0 days 00:00:45.966000,0 days 00:00:33.553000,0 days 00:00:59.331000,5.0,4.0,INTERMEDIATE,6.0,,,4
5,LEC,211,7.0,0 days 00:02:13.209000,0 days 00:02:13.209000,0 days 00:00:45.283000,0 days 00:00:30.724000,0 days 00:00:57.202000,5.0,4.0,INTERMEDIATE,7.0,,,41
5,LEC,212,8.0,0 days 00:01:38.190000,0 days 00:01:38.190000,0 days 00:00:35.371000,0 days 00:00:20.374000,0 days 00:00:42.445000,5.0,4.0,INTERMEDIATE,8.0,,,1
5,LEC,213,9.0,0 days 00:01:34.933000,0 days 00:01:34.933000,0 days 00:00:33.915000,0 days 00:00:19.833000,0 days 00:00:41.185000,5.0,4.0,INTERMEDIATE,9.0,,,1
5,LEC,214,10.0,0 days 00:01:33.539000,0 days 00:01:33.539000,0 days 00:00:33.253000,0 days 00:00:19.497000,0 days 00:00:40.789000,5.0,4.0,INTERMEDIATE,10.0,,,1
5,LEC,215,11.0,0 days 00:01:34.251000,0 days 00:01:34.251000,0 days 00:00:33.495000,0 days 00:00:19.791000,0 days 00:00:40.965000,5.0,4.0,INTERMEDIATE,11.0,,,1
5,LEC,216,12.0,0 days 00:01:33.536000,0 days 00:01:33.536000,0 days 00:00:33.168000,0 days 00:00:19.953000,0 days 00:00:40.415000,5.0,4.0,INTERMEDIATE,12.0,,,1
5,LEC,217,13.0,0 days 00:01:32.198000,0 days 00:01:32.198000,0 days 00:00:32.808000,0 days 00:00:19.510000,0 days 00:00:39.880000,5.0,4.0,INTERMEDIATE,13.0,,,1
5,LEC,218,14.0,0 days 00:01:32.448000,0 days 00:01:32.448000,0 days 00:00:32.779000,0 days 00:00:19.371000,0 days 00:00:40.298000,5.0,4.0,INTERMEDIATE,14.0,,,1
5,LEC,219,15.0,0 days 00:01:31.846000,0 days 00:01:31.846000,0 days 00:00:32.501000,0 days 00:00:19.473000,0 days 00:00:39.872000,5.0,4.0,INTERMEDIATE,15.0,,,1
5,LEC,220,16.0,0 days 00:01:31.832000,0 days 00:01:31.832000,0 days 00:00:32.449000,0 days 00:00:19.424000,0 days 00:00:39.959000,5.0,4.0,INTERMEDIATE,16.0,,,1
5,LEC,221,17.0,0 days 00:01:32.502000,0 days 00:01:32.502000,0 days 00:00:32.353000,0 days 00:00:19.305000,0 days 00:00:40.844000,5.0,4.0,INTERMEDIATE,17.0,,,1
5,LEC,222,18.0,0 days 00:01:32.614000,0 days 00:01:32.614000,0 days 00:00:32.366000,0 days 00:00:19.295000,0 days 00:00:40.953000,5.0,4.0,INTERMEDIATE,18.0,,,1
5,LEC,223,19.0,0 days 00:01:31.861000,0 days 00:01:31.861000,0 days 00:00:32.446000,0 days 00:00:19.130000,0 days 00:00:40.285000,5.0,4.0,INTERMEDIATE,19.0,,,1
5,LEC,224,20.0,0 days 00:01:31.756000,0 days 00:01:31.756000,0 days 00:00:32.640000,0 days 00:00:19.249000,0 days 00:00:39.867000,5.0,4.0,INTERMEDIATE,20.0,,,1
5,LEC,225,21.0,0 days 00:01:31.159000,0 days 00:01:31.159000,0 days 00:00:32.503000,0 days 00:00:19.048000,0 days 00:00:39.608000,5.0,4.0,INTERMEDIATE,21.0,,,1
5,LEC,226,22.0,0 days 00:01:30.695000,0 days 00:01:30.695000,0 days 00:00:32.110000,0 days 00:00:19.024000,0 days 00:00:39.561000,5.0,4.0,INTERMEDIATE,22.0,,,1
5,LEC,227,23.0,0 days 00:01:31.551000,0 days 00:01:31.551000,0 days 00:00:32.450000,0 days 00:00:19.025000,0 days 00:00:40.076000,5.0,4.0,INTERMEDIATE,23.0,,,1
5,LEC,228,24.0,0 days 00:01:30.732000,0 days 00:01:30.732000,0 days 00:00:32.099000,0 days 00:00:19.026000,0 days 00:00:39.607000,5.0,4.0,INTERMEDIATE,24.0,,,1
5,LEC,229,25.0,0 days 00:01:30.251000,0 days 00:01:30.251000,0 days 00:00:31.754000,0 days 00:00:18.940000,0 days 00:00:39.557000,5.0,4.0,INTERMEDIATE,25.0,,,1
5,LEC,230,26.0,0 days 00:01:30.340000,0 days 00:01:30.340000,0 days 00:00:31.933000,0 days 00:00:19.002000,0 days 00:00:39.405000,5.0,4.0,INTERMEDIATE,26.0,,,1
5,LEC,231,27.0,0 days 00:01:30.563000,0 days 00:01:30.563000,0 days 00:00:32.068000,0 days 00:00:19.011000,0 days 00:00:39.484000,5.0,4.0,INTERMEDIATE,27.0,,,1
5,LEC,232,28.0,0 days 00:01:29.723000,0 days 00:01:29.723000,0 days 00:00:31.671000,0 days 00:00:18.863000,0 days 00:00:39.189000,5.0,4.0,INTERMEDIATE,28.0,,,1
5,LEC,233,29.0,0 days 00:01:29.492000,0 days 00:01:29.492000,0 days 00:00:31.588000,0 days 00:00:18.944000,0 days 00:00:38.960000,5.0,4.0,INTERMEDIATE,29.0,,,1
5,LEC,234,30.0,0 days 00:01:29.367000,0 days 00:01:29.367000,0 days 00:00:31.248000,0 days 00:00:18.963000,0 days 00:00:39.156000,5.0,4.0,INTERMEDIATE,30.0,,,1
5,LEC,235,31.0,0 days 00:01:29.546000,0 days 00:01:29.546000,0 days 00:00:31.524000,0 days 00:00:18.867000,0 days 00:00:39.155000,5.0,4.0,INTERMEDIATE,31.0,,,1
5,LEC,236,32.0,0 days 00:01:29.337000,0 days 00:01:29.337000,0 days 00:00:31.356000,0 days 00:00:18.945000,0 days 00:00:39.036000,5.0,4.0,INTERMEDIATE,32.0,,,1
5,LEC,237,33.0,0 days 00:01:33.966000,0 days 00:01:33.966000,0 days 00:00:31.801000,0 days 00:00:19.053000,0 days 00:00:43.112000,5.0,4.0,INTERMEDIATE,33.0,,,124
5,LEC,238,34.0,0 days 00:02:13.905000,0 days 00:02:13.905000,0 days 00:00:41.463000,0 days 00:00:27.483000,0 days 00:01:04.959000,5.0,4.0,INTERMEDIATE,34.0,0 days 02:09:55.018000,,4
5,LEC,239,35.0,0 days 00:02:06.872000,0 days 00:02:06.872000,0 days 00:00:47.333000,0 days 00:00:29.541000,0 days 00:00:49.998000,5.0,5.0,HARD,2.0,,0 days 02:10:13.161000,4
5,LEC,240,36.0,0 days 00:01:42.406000,0 days 00:01:42.406000,0 days 00:00:32.141000,0 days 00:00:25.374000,0 days 00:00:44.891000,5.0,5.0,HARD,3.0,,,4
5,LEC,241,37.0,0 days 00:02:28.223000,0 days 00:02:28.223000,0 days 00:00:33.250000,0 days 00:00:38.962000,0 days 00:01:16.011000,5.0,5.0,HARD,4.0,,,4
5,LEC,242,38.0,0 days 00:02:19.475000,0 days 00:02:19.475000,0 days 00:00:39.579000,0 days 00:00:40.983000,0 days 00:00:58.913000,5.0,5.0,HARD,5.0,,,4
5,LEC,243,39.0,0 days 00:02:11.723000,0 days 00:02:11.723000,0 days 00:00:40.103000,0 days 00:00:35.960000,0 days 00:00:55.660000,5.0,5.0,HARD,6.0,,,4
5,LEC,244,40.0,0 days 00:02:11.985000,0 days 00:02:11.985000,0 days 00:00:41.463000,0 days 00:00:34.386000,0 days 00:00:56.136000,5.0,5.0,HARD,7.0,,,4
5,LEC,245,41.0,0 days 00:02:08.829000,0 days 00:02:08.829000,0 days 00:00:43.051000,0 days 00:00:28.891000,0 days 00:00:56.887000,5.0,5.0,HARD,8.0,,,41
5,LEC,246,42.0,0 days 00:01:26.831000,0 days 00:01:26.831000,0 days 00:00:30.927000,0 days 00:00:18.992000,0 days 00:00:36.912000,5.0,5.0,HARD,9.0,,,1
5,LEC,247,43.0,0 days 00:01:25.271000,0 days 00:01:25.271000,0 days 00:00:29.433000,0 days 00:00:18.459000,0 days 00:00:37.379000,6.0,5.0,HARD,10.0,,,1
5,LEC,248,44.0,0 days 00:01:36.363000,0 days 00:01:36.363000,0 days 00:00:29.953000,0 days 00:00:18.038000,0 days 00:00:48.372000,5.0,5.0,HARD,11.0,,,12
5,LEC,249,45.0,0 days 00:01:31.269000,0 days 00:01:31.269000,0 days 00:00:29.782000,0 days 00:00:18.516000,0 days 00:00:42.971000,5.0,5.0,HARD,12.0,,,21
5,LEC,250,46.0,0 days 00:01:36.429000,0 days 00:01:36.429000,0 days 00:00:31.136000,0 days 00:00:17.831000,0 days 00:00:47.462000,2.0,5.0,HARD,13.0,,,1
5,LEC,251,47.0,,,0 days 00:00:41.619000,0 days 00:00:31.863000,0 days 00:01:18.975000,10.0,5.0,HARD,14.0,0 days 02:35:06.901000,,124
5,LEC,252,48.0,0 days 00:01:56.044000,0 days 00:01:56.044000,0 days 00:00:42.860000,0 days 00:00:21.823000,0 days 00:00:51.361000,10.0,6.0,INTERMEDIATE,1.0,,0 days 02:35:31.368000,4
5,LEC,253,49.0,0 days 00:02:22.777000,0 days 00:02:22.777000,0 days 00:00:45.441000,0 days 00:00:32.690000,0 days 00:01:04.646000,10.0,6.0,INTERMEDIATE,2.0,,,4
5,LEC,254,50.0,0 days 00:02:19.782000,0 days 00:02:19.782000,0 days 00:00:50.079000,0 days 00:00:29.365000,0 days 00:01:00.338000,10.0,6.0,INTERMEDIATE,3.0,,,4
5,LEC,255,51.0,0 days 00:02:07.996000,0 days 00:02:07.996000,0 days 00:00:46.891000,0 days 00:00:25.694000,0 days 00:00:55.411000,10.0,6.0,INTERMEDIATE,4.0,,,41
5,LEC,256,52.0,0 days 00:01:36.380000,0 days 00:01:36.380000,0 days 00:00:35.427000,0 days 00:00:19.167000,0 days 00:00:41.786000,9.0,6.0,INTERMEDIATE,5.0,,,1
5,LEC,257,53.0,0 days 00:01:32.731000,0 days 00:01:32.731000,0 days 00:00:32.685000,0 days 00:00:18.763000,0 days 00:00:41.283000,9.0,6.0,INTERMEDIATE,6.0,,,1
5,LEC,258,54.0,0 days 00:01:31.082000,0 days 00:01:31.082000,0 days 00:00:32.942000,0 days 00:00:18.901000,0 days 00:00:39.239000,8.0,6.0,INTERMEDIATE,7.0,,,1
5,LEC,259,55.0,0 days 00:01:29.975000,0 days 00:01:29.975000,0 days 00:00:31.892000,0 days 00:00:18.590000,0 days 00:00:39.493000,8.0,6.0,INTERMEDIATE,8.0,,,1
5,LEC,260,56.0,0 days 00:01:29.801000,0 days 00:01:29.801000,0 days 00:00:31.380000,0 days 00:00:18.561000,0 days 00:00:39.860000,8.0,6.0,INTERMEDIATE,9.0,,,1
5,LEC,261,57.0,0 days 00:01:30.964000,0 days 00:01:30.964000,0 days 00:00:31.616000,0 days 00:00:18.907000,0 days 00:00:40.441000,8.0,6.0,INTERMEDIATE,10.0,,,1
4,STR,262,1.0,0 days 00:02:19.485000,0 days 00:02:19.485000,,0 days 00:00:22.125000,0 days 00:01:08.489000,11.0,1.0,INTERMEDIATE,1.0,,,124
4,STR,263,2.0,,,0 days 00:00:54.693000,0 days 00:00:34.276000,0 days 00:01:20.512000,11.0,1.0,INTERMEDIATE,2.0,0 days 01:15:57.307000,,4
4,STR,264,3.0,,,0 days 00:00:51.700000,0 days 00:00:33.597000,0 days 00:01:18.641000,11.0,2.0,INTERMEDIATE,1.0,0 days 01:18:40.020000,0 days 01:16:13.028000,4
4,STR,265,4.0,,,0 days 00:00:50.522000,0 days 00:00:33.100000,0 days 00:01:11.249000,11.0,3.0,INTERMEDIATE,1.0,0 days 01:21:17.105000,0 days 01:18:56.155000,4
4,STR,266,5.0,0 days 00:02:20.409000,0 days 00:02:20.409000,0 days 00:00:50.391000,0 days 00:00:31.168000,0 days 00:00:58.850000,11.0,4.0,INTERMEDIATE,1.0,,0 days 01:21:31.574000,4
4,STR,267,6.0,0 days 00:02:20.973000,0 days 00:02:20.973000,0 days 00:00:42.942000,0 days 00:00:35.542000,0 days 00:01:02.489000,11.0,4.0,INTERMEDIATE,2.0,,,4
4,STR,268,7.0,0 days 00:02:04.687000,0 days 00:02:04.687000,0 days 00:00:40.835000,0 days 00:00:31.170000,0 days 00:00:52.682000,11.0,4.0,INTERMEDIATE,3.0,,,41
